name,tipo,latitude,longitude,cep
Ecletic,clothes,-22.9050927,-43.1761899,Sem CEP
Sem nome,kiosk,-22.9076349,-43.1752025,Sem CEP
Sem nome,kiosk,-22.9075163,-43.1746961,Sem CEP
Bradesco,bank,-22.9074768,-43.1745845,Sem CEP
Sem nome,newsagent,-22.9075093,-43.1768860,Sem CEP
Sem nome,newsagent,-22.9066782,-43.1772030,Sem CEP
Sem nome,newsagent,-22.9069714,-43.1771140,Sem CEP
Itaú,bank,-22.9082518,-43.1762286,Sem CEP
Sem nome,kiosk,-22.9078771,-43.1757181,Sem CEP
Sem nome,newsagent,-22.9077276,-43.1768136,Sem CEP
Sem nome,newsagent,-22.9081031,-43.1763923,Sem CEP
Itaú,bank,-22.9052077,-43.1774665,Sem CEP
Óticas La Vista,optician,-22.9053500,-43.1773978,Sem CEP
Sem nome,kiosk,-22.9049908,-43.1775524,Sem CEP
Kopenhagen,chocolate,-22.9054527,-43.1773721,Sem CEP
Taco,clothes,-22.9055476,-43.1773292,Sem CEP
MMartan,clothes,-22.9046087,-43.1773513,Sem CEP
Scotsman,clothes,-22.9046509,-43.1774237,Sem CEP
Moda Mania,clothes,-22.9047167,-43.1775365,Sem CEP
DiSantinni,shoes,-22.9047504,-43.1775944,Sem CEP
Itaú,bank,-22.9039042,-43.1782554,Sem CEP
Itaú,bank,-22.9042308,-43.1781202,Sem CEP
Itaú,bank,-19.9352738,-43.9298415,Sem CEP
Rainha do Méier,bakery,-22.9034996,-43.2827368,Sem CEP
Oficina Center Car,car_repair,-27.4864913,-53.4002083,Sem CEP
Banrisul,bank,-27.4818006,-53.4009017,Sem CEP
Bradesco,bank,-22.9494967,-43.1890984,Sem CEP
Pão de Açúcar,supermarket,-22.9685404,-43.1834194,Sem CEP
Centro Comercial de Copacabana,mall,-22.9696289,-43.1847188,Sem CEP
Caixa Econômica Federal,bank,-18.5919529,-39.7314670,Sem CEP
Sem nome,car_repair,-22.6648190,-44.9854444,Sem CEP
Sem nome,car_repair,-22.5431066,-44.8006815,Sem CEP
Sem nome,bakery,-22.9212594,-43.1862448,Sem CEP
Sem nome,kiosk,-22.9213859,-43.1860045,Sem CEP
Bourbon São Leopoldo,supermarket,-29.7696389,-51.1463465,93010-210
Rissul,supermarket,-29.7301409,-51.1510667,Sem CEP
Sem nome,kiosk,-22.9069678,-43.1779011,Sem CEP
Sem nome,newsagent,-22.9072471,-43.1779402,Sem CEP
Marwal,yes,-22.9055934,-43.1786537,Sem CEP
Insinuante,electronics,-22.9060743,-43.1790111,Sem CEP
Casas Bahia,electronics,-22.9062260,-43.1789106,Sem CEP
Ponto Frio,electronics,-22.9062843,-43.1788724,Sem CEP
Mercado Cidade Nova,supermarket,-29.6244430,-51.1606120,Sem CEP
Sem nome,supermarket,-29.6760046,-51.0983748,Sem CEP
GNV Posto Campo Bom,convenience,-29.6778033,-51.0734876,Sem CEP
São Roque,convenience,-29.6901352,-51.1081852,Sem CEP
Lojas Taqi,department_store,-29.6806608,-51.4681763,95780-000
Super Nosso Gourmet,supermarket,-19.9330197,-43.9303512,Sem CEP
Sem nome,clothes,-22.9060130,-43.1786999,Sem CEP
Aldeia dos Ventos,clothes,-22.9060824,-43.1786415,Sem CEP
Força da Natureza,supermarket,-22.9061631,-43.1785635,Sem CEP
Sem nome,kiosk,-22.9058099,-43.1788979,Sem CEP
Ibi,bank,-22.9058355,-43.1788551,Sem CEP
Sem nome,clothes,-22.9058821,-43.1788162,Sem CEP
Crefisa,money_lender,-22.9059244,-43.1787806,Sem CEP
First Class,towels,-22.9059704,-43.1787448,Sem CEP
Vivianne Lee,shoes,-22.9057091,-43.1787764,Sem CEP
Sonho dos Pés,shoes,-22.9056809,-43.1787340,Sem CEP
Claudia Simões,clothes,-22.9056517,-43.1786953,Sem CEP
Fiszpan,clothes,-22.9053808,-43.1786919,Sem CEP
Sem nome,kiosk,-22.9054519,-43.1786490,Sem CEP
Lojas Magal,convenience,-22.9054918,-43.1783482,20050-006
Mr. Cat,shoes,-22.9055863,-43.1785632,Sem CEP
Papelaria da Cidade,stationery,-22.9057280,-43.1788114,Sem CEP
Itaú,bank,-22.9053096,-43.1780224,20050-005
Renner,clothes,-22.9054519,-43.1782799,20050-006
NHC,shoes,-22.9053049,-43.1785066,Sem CEP
Gold Shop,shoes,-22.9053286,-43.1785581,Sem CEP
DanGe,clothes,-22.9053602,-43.1786096,Sem CEP
Get Fashion,clothes,-22.9053839,-43.1786525,Sem CEP
Nativa,shoes,-22.9051705,-43.1782491,Sem CEP
Datelli,shoes,-22.9052258,-43.1783435,Sem CEP
Óticas Visão,optician,-22.9052495,-43.1783950,Sem CEP
Mala Amada,bag,-22.9050211,-43.1780152,Sem CEP
Via Uno,clothes,-22.9050756,-43.1780860,Sem CEP
Andarella,clothes,-22.9050993,-43.1781289,Sem CEP
Jelly,shoes,-22.9051388,-43.1782062,Sem CEP
Roupas Water Proof,clothes,-22.9049895,-43.1779672,Sem CEP
Violeta Perfumaria,perfumery,-22.9061793,-43.1783658,20050-030
Claudia Simões,clothes,-22.9056674,-43.1786770,20050-030
Dysk,clothes,-22.9054909,-43.1787853,Sem CEP
Fotoplan,photo,-22.9055707,-43.1788447,Sem CEP
Sem nome,kiosk,-22.9056654,-43.1791039,Sem CEP
Sem nome,doityourself,-29.5559407,-51.5929897,Sem CEP
Banco Santander,bank,-20.8483227,-41.1148050,29302-190
Reauto,car_repair,-3.7145326,-53.7323684,Sem CEP
Sonda Hipermercado,supermarket,-23.5252608,-46.5467876,Sem CEP
Citibank,bank,-22.9108312,-43.1752415,Sem CEP
Itaú,bank,-22.9109079,-43.1746461,Sem CEP
Sem nome,car,-5.8235775,-35.2145561,Sem CEP
Barbearia Laranjeiras,yes,-22.9363678,-43.1903430,Sem CEP
Sem nome,newsagent,-22.9367053,-43.1902935,Sem CEP
Sem nome,newsagent,-22.9367717,-43.1901254,Sem CEP
Bradesco,bank,-22.9057293,-43.1767129,Sem CEP
Zona Sul,supermarket,-22.9836286,-43.2198610,Sem CEP
Pão de Açúcar,supermarket,-22.9729530,-43.1918459,Sem CEP
Caixa Econômica Federal,bank,-22.9744149,-43.1888332,Sem CEP
Lojas Americanas,convenience,-22.9124210,-43.1768977,Sem CEP
Cipan,car,-22.9119258,-43.1919105,Sem CEP
Sem nome,supermarket,-19.9164941,-43.9356908,Sem CEP
Eletrônica e Elétrica Brochier,hardware,-29.5571454,-51.5955668,Sem CEP
Supermercado Leão,supermarket,-8.0524188,-34.9208445,Sem CEP
supermercado Ideal,supermarket,-8.0557281,-34.9243600,Sem CEP
Sem nome,kiosk,-22.9764388,-43.1920357,Sem CEP
Pátio do Sebo,books,-8.0630518,-34.8789028,Sem CEP
"Sebo de livros, discos e filmes",books,-8.0633468,-34.8782465,Sem CEP
Santander,bank,-19.9342835,-43.9280542,Sem CEP
Caixa Econômica Federal,bank,-19.9339045,-43.9282518,Sem CEP
Padaria Santo Cristo,bakery,-8.2106871,-34.9203250,Sem CEP
Loja A Futurista,convenience,-8.0681851,-34.8786441,Sem CEP
Mercado de Flores,convenience,-8.0730545,-34.8841716,Sem CEP
Bradesco,bank,-13.0057438,-38.5270565,Sem CEP
Itaú,bank,-8.0627092,-34.8969861,Sem CEP
Padaria República do Pão,bakery,-8.0464688,-34.9278594,Sem CEP
Tavares Chaves e Fechaduras,hardware,-29.6830812,-51.4605992,Sem CEP
Banco do Brasil,bank,-13.0063449,-38.5117357,Sem CEP
Compumaq,computer,-29.6881378,-51.4583725,Sem CEP
Sem nome,kiosk,-22.9053765,-43.1770092,Sem CEP
Docelândia,confectionery,-5.8400609,-35.2088890,Sem CEP
Sem nome,hairdresser,-13.0057511,-38.5278881,Sem CEP
Sem nome,newsagent,-22.9062319,-43.1768774,Sem CEP
Óticas do Povo,optician,-22.9059779,-43.1767382,Sem CEP
Via Scarpe,shoes,-22.9060372,-43.1768026,Sem CEP
Sem nome,newsagent,-22.9061014,-43.1767597,Sem CEP
Levi's,clothes,-22.9061113,-43.1769045,Sem CEP
Casas Góes,musical_instrument,-22.9054365,-43.1760174,Sem CEP
Target,clothes,-22.9053800,-43.1759818,Sem CEP
Sem nome,newsagent,-22.9055420,-43.1760140,Sem CEP
Sem nome,garden_centre,-22.9059187,-43.1761832,Sem CEP
Sem nome,supermarket,-22.9056813,-43.1762587,Sem CEP
Corpo e Alma,clothes,-22.9055073,-43.1761029,Sem CEP
Sem nome,kiosk,-22.9049550,-43.1753649,Sem CEP
Pontapé,shoes,-22.9051032,-43.1755956,Sem CEP
Bottom,clothes,-22.9047227,-43.1750323,Sem CEP
Itaú,bank,-22.9047870,-43.1751450,Sem CEP
Docelândia - L2,convenience,-5.8119260,-35.2064973,Sem CEP
Ri Happy,toys,-5.8123893,-35.2052790,Sem CEP
Miranda Computação - L3,computer,-5.8121282,-35.2056634,Sem CEP
Docelândia - L3,convenience,-5.8118363,-35.2056236,Sem CEP
C&A,clothes,-5.8118622,-35.2053533,Sem CEP
Marisa,clothes,-5.8120131,-35.2054017,Sem CEP
Insinuante,furniture,-5.8118129,-35.2054468,Sem CEP
Renner,clothes,-5.8119589,-35.2053794,Sem CEP
Siciliano,books,-5.8117225,-35.2065563,Sem CEP
Cia do Terno,clothes,-5.8117548,-35.2066142,Sem CEP
Lojas Americanas,department_store,-5.8113357,-35.2064468,Sem CEP
Centauro,sports,-5.8114545,-35.2063302,Sem CEP
Polishop - L3,department_store,-5.8116260,-35.2061663,Sem CEP
Riachuelo,clothes,-5.8116461,-35.2058893,Sem CEP
Nagem - L2,computer,-5.8116604,-35.2052699,Sem CEP
Caixa Econômica Federal,bank,-5.8116364,-35.2053543,Sem CEP
Livraria Noa,books,-22.9047605,-43.1748880,Sem CEP
Gráfica Menon,copyshop,-22.9047036,-43.1747839,Sem CEP
Sem nome,keymaker,-22.9046352,-43.1745792,Sem CEP
Sem nome,kiosk,-22.9045759,-43.1745041,Sem CEP
Qualiótica,optician,-22.9052703,-43.1754220,Sem CEP
Balas & Cia.,confectionery,-22.9052348,-43.1753675,Sem CEP
CD Centro,music,-22.9052283,-43.1752959,Sem CEP
Bagaggio,bag,-22.9054028,-43.1756249,Sem CEP
Sem nome,kiosk,-22.8997725,-43.2085361,Sem CEP
Ponto de Bala,grocery,-22.8994253,-43.2082290,Sem CEP
Ponto de Bala,confectionery,-22.8994797,-43.2088106,Sem CEP
Cia. de Leitura,books,-22.8994599,-43.2088482,Sem CEP
Supermercado Moda,supermarket,-21.7061241,-47.4858221,Sem CEP
Pão de Açúcar,supermarket,-3.7543391,-38.4895441,60811-900
T Store,doityourself,-29.2977036,-51.5029121,Sem CEP
Supermercado Varandão,supermarket,-18.4212824,-39.7102881,Sem CEP
Sem nome,bakery,-19.9386556,-43.9338991,Sem CEP
Bradesco,bank,-19.9397089,-43.9335929,Sem CEP
Banco do Brasil,bank,-19.9396579,-43.9322570,Sem CEP
Rappanui,bicycle,-5.8397994,-35.2111001,Sem CEP
Maria Cereja,bakery,-23.4610225,-46.5280729,Sem CEP
Santander,bank,-22.4638698,-44.4472748,Sem CEP
Sem nome,supermarket,-22.4431094,-44.5225005,Sem CEP
Óticas do Povo,optician,-22.9115438,-43.1764493,Sem CEP
Elister,jewelry,-22.9113758,-43.1765352,Sem CEP
Sem nome,newsagent,-22.9120430,-43.1762201,Sem CEP
Kopenhagen,chocolate,-22.9116169,-43.1767785,Sem CEP
Gecepel,supermarket,-30.0403130,-51.1268004,91310-000
Super Beck,supermarket,-30.0389894,-51.1239197,Sem CEP
VideoSul Locadora,video,-29.6730385,-51.4545832,Sem CEP
Sem nome,convenience,-23.5522952,-46.6380059,Sem CEP
Caixa Econômica Federal,bank,-23.5554004,-46.6394836,01318-000
Geovanella,supermarket,-30.0425545,-51.1259974,Sem CEP
Locadora San Vale,video,-5.8667291,-35.2245192,Sem CEP
Online,computer,-5.8204987,-35.2133899,Sem CEP
Sofá Design,furniture,-5.8189959,-35.2128405,Sem CEP
Sem nome,computer,-5.8173117,-35.2088509,Sem CEP
CVC,travel_agency,-5.8121131,-35.2054533,Sem CEP
Sem nome,convenience,-23.3254567,-47.5657779,Sem CEP
Sem nome,newsagent,-23.5446381,-46.6405849,Sem CEP
Ikesaki Cosméticos,cosmetics,-23.5542083,-46.6355760,Sem CEP
Carrefour Express,convenience,-23.5530529,-46.6349356,Sem CEP
Marisa,clothes,-23.5480751,-46.6360482,01002-001
Alfatech,computer,-20.5372972,-47.4046988,Sem CEP
Sem nome,books,-23.5420919,-46.6374829,01034-001
Supermercado Veneza,supermarket,-15.7977651,-48.1244086,Sem CEP
Supermercado Serve Mais,supermarket,-15.7925535,-48.1261946,Sem CEP
BMW,car,-23.5511165,-46.5674564,Sem CEP
Mercado Potiguá,supermarket,-15.7964965,-48.1212921,Sem CEP
Ottima,convenience,-5.8713728,-35.2210746,Sem CEP
Posto Guaramirim,convenience,-26.4773976,-48.9959956,Sem CEP
Caixa Econômica Federal,bank,-23.5449999,-46.6336217,01014-000
Minas,supermarket,-15.7909428,-48.1223718,Sem CEP
Banco do Brasil,bank,-1.3685516,-48.3776905,Sem CEP
Real Vidros,yes,-5.8373289,-35.2197450,Sem CEP
Lojas Americanas Nazaré,convenience,-1.4520621,-48.4821945,Sem CEP
Eko Ambientes,furniture,-5.8546207,-35.2005981,Sem CEP
Empório do Sono,furniture,-5.8533075,-35.2025419,Sem CEP
Sacolão,department_store,-5.8533960,-35.2024473,Sem CEP
Petz,pet,-5.8534758,-35.2023187,Sem CEP
Sem nome,newsagent;convenience,-5.8626389,-35.1902663,Sem CEP
Sem nome,convenience,-5.8631514,-35.1900697,Sem CEP
Select,convenience,-5.8591371,-35.1949152,Sem CEP
Santa Maria,water,-5.8566991,-35.1978536,Sem CEP
Itaú,bank,-5.8600793,-35.1936672,Sem CEP
Lojas Chung,clothes;gifts,-5.8644931,-35.1880428,Sem CEP
Sem nome,travel_agency,-5.8649885,-35.1871139,Sem CEP
Sem nome,erotic,-5.8635443,-35.1891898,Sem CEP
Edite Dantas,travel_agency,-5.8637084,-35.1889098,Sem CEP
Abrantes Colchões,furniture,-5.8549929,-35.2000066,Sem CEP
Carecas e Frescos,supermarket,-22.7622055,-43.1077768,Sem CEP
Serralheria do João,hardware,-5.8686285,-35.2290492,Sem CEP
Itaú,bank,-22.9037896,-43.1759051,Sem CEP
Maria Filó,clothes,-22.9042691,-43.1767011,Sem CEP
Nike Factory Store,clothes,-22.9041856,-43.1766541,Sem CEP
Sacada,clothes,-22.9040984,-43.1764362,Sem CEP
Banca Santa Luzia,kiosk,-22.9093258,-43.1725393,Sem CEP
Sem nome,vacant,-12.9964169,-38.4642250,Sem CEP
Bar do Corojão,beverages,-12.6414704,-38.0893813,Sem CEP
Supermercado São Rafael,convenience,-12.6437547,-38.0928350,Sem CEP
Mercadinho Paderia Central,convenience,-12.6429032,-38.0911556,Sem CEP
Mercadinho do Helio,convenience,-12.6398419,-38.0964832,Sem CEP
Macroserv,supermarket,-12.6496560,-38.0712595,Sem CEP
Beach Point,supermarket,-12.6498358,-38.0709383,Sem CEP
Hiper Unimar,supermarket,-12.5908542,-38.0451443,Sem CEP
Ida Linnah,hairdresser,-13.0093037,-38.5293746,Sem CEP
Banco do Brasil,bank,-29.5773241,-53.4458706,Sem CEP
Sem nome,yes,-29.5774933,-53.4442444,Sem CEP
Caixa Econômica Federal,bank,-12.9895764,-38.4732330,Sem CEP
Mercado Feliz,supermarket,-25.4891977,-49.3054917,Sem CEP
Mercado Optimus,supermarket,-25.4956571,-49.3167784,Sem CEP
Bradesco,bank,-12.8905306,-38.3244600,Sem CEP
Itaú,bank,-12.8908597,-38.3249606,Sem CEP
Sem nome,mall,-12.6483868,-38.0728278,Sem CEP
Itaú,bank,-19.8549078,-43.9689635,Sem CEP
Sem nome,florist;garden_centre,-19.8600750,-43.9691891,Sem CEP
Jonas Cabelereiro,hairdresser,-5.8648296,-35.2288463,Sem CEP
Matéria Prima,design,-5.8117706,-35.2083644,Sem CEP
Shokante,clothes,-5.8120298,-35.2075166,Sem CEP
CN Decoração,decoration,-5.8121092,-35.2072991,Sem CEP
MoveCopi,furniture,-5.8122275,-35.2070128,Sem CEP
Byke Sport,bicycle,-5.8112901,-35.2087534,Sem CEP
Mundo Fashion,clothes,-5.8110628,-35.2093375,Sem CEP
Shop Hair,hairdresser,-5.8409828,-35.2107191,Sem CEP
Foto do Estudante,photo,-5.8408733,-35.2107496,Sem CEP
Quiosque da Brahma,kiosk,-22.9051707,-43.1752044,Sem CEP
Sem nome,bakery,-12.6442769,-38.0834619,Sem CEP
Sem nome,hairdresser,-12.6418926,-38.0894673,Sem CEP
Sem nome,hairdresser,-12.6418114,-38.0895198,Sem CEP
Sem nome,doityourself,-12.6472795,-38.0800241,Sem CEP
Sem nome,doityourself,-12.6500246,-38.0706502,Sem CEP
Cris Cabeleleira,hairdresser,-12.6483253,-38.0729332,Sem CEP
Le Chevalier Presentes,gift,-12.6484721,-38.0726907,Sem CEP
Sem nome,hairdresser,-12.6442630,-38.0914786,Sem CEP
Madeira Lisboa,doityourself,-12.6589167,-38.0888858,Sem CEP
Sem nome,garden_centre,-12.6592050,-38.0890571,Sem CEP
Casa do Pão de Queijo,bakery,-13.0095485,-38.4671783,Sem CEP
Bom Boi,butcher,-12.6420026,-38.0888167,Sem CEP
Sem nome,butcher;beverages,-12.6443829,-38.0833647,Sem CEP
Sem nome,telephone,-12.6427686,-38.0912913,Sem CEP
Supermercado Apipema,convenience,-13.0050743,-38.5176795,Sem CEP
Dolemar,beverages,-12.6433689,-38.0846467,Sem CEP
Sem nome,clothes,-12.6427868,-38.0912813,Sem CEP
Acau Plantas Ornamentais,garden_centre,-12.6437719,-38.0980864,Sem CEP
Mix Oliveira,supermarket,-12.5773093,-38.0078381,Sem CEP
Laundromat,laundry,-12.5762045,-38.0084664,Sem CEP
Sem nome,gift,-12.5776920,-38.0072681,Sem CEP
Petz,pet,-3.7326371,-38.5056041,60120-001
JRGAMES,games,-3.7339047,-38.4946874,Sem CEP
Sem nome,doityourself,-12.8934981,-38.3241607,Sem CEP
Sem nome,hairdresser,-12.8854480,-38.3223797,Sem CEP
Casa do Carne Alemão,butcher,-12.8847092,-38.3220696,Sem CEP
Sem nome,bakery,-12.6568739,-38.0938848,Sem CEP
Sem nome,supermarket,-3.7368962,-38.4970800,Sem CEP
Sem nome,vacant,-3.7309752,-38.5052835,60160-194
Pão e Pães,bakery,-3.7313731,-38.5040916,60120-021
Santo Antônio,supermarket,-20.8080163,-40.6435693,Sem CEP
Bradesco,bank,-12.9822181,-38.4655089,Sem CEP
Sem nome,glaziery,-12.6445557,-38.0833815,Sem CEP
Sem nome,furniture,-12.6425675,-38.0905964,Sem CEP
Star Moveis,furniture,-12.6419677,-38.0883688,Sem CEP
Sem nome,kiosk,-12.9960726,-38.4646911,Sem CEP
Donna Salon,beauty,-3.7351044,-38.4921037,60170-078
Banco do Brasil,bank,-3.7380239,-38.5118239,60140-032
Guarautos,car,-3.7206014,-38.5195168,60060-440
Assaí Atacadista,supermarket,-22.8493217,-43.3112703,21371-120
Caixa Econômica Federal,bank,-3.7363884,-38.4967879,Sem CEP
Banco Santander,bank,-3.7362920,-38.4973994,Sem CEP
Jepsen,supermarket,-31.3649608,-51.9735289,96170-000
Bradesco,bank,-23.5526088,-46.6296616,01020-000
Casa das Essencias,chemist,-23.5516637,-46.6304296,01019-020
Oficina Mecanica,car_repair,-23.5520990,-46.6280791,Sem CEP
Açougue,butcher,-23.5525049,-46.6275166,Sem CEP
Mercadinho,supermarket,-23.5524103,-46.6275785,Sem CEP
Banca,newsagent,-23.5523307,-46.6275927,Sem CEP
Atacadão,supermarket,-16.3716217,-39.5626190,Sem CEP
AM&PM,convenience,-22.7985509,-43.1957096,Sem CEP
Sem nome,bakery,-22.7998615,-43.2025372,Sem CEP
Sem nome,beverages,-22.7997348,-43.2025321,Sem CEP
Sem nome,florist,-22.8132164,-43.2072932,Sem CEP
Sem nome,florist,-22.8134686,-43.2070035,Sem CEP
Sem nome,convenience,-12.7720990,-38.1762941,Sem CEP
Fonseca,supermarket,-12.7730725,-38.1766415,Sem CEP
Rio Decor,furniture,-22.9202491,-43.2448217,Sem CEP
Casa e Construção,hardware,-22.9199526,-43.2451359,Sem CEP
New Look,hairdresser,-22.9138983,-43.2463420,Sem CEP
Padaria Abaeté,bakery,-22.9137948,-43.2444895,Sem CEP
Sem nome,pet,-22.9134438,-43.2426191,Sem CEP
C&A,clothes,-22.9047346,-43.1803042,Sem CEP
Intercontinental,supermarket,-22.9063956,-43.1827043,Sem CEP
Caixa Econômica Federal,bank,-22.9064539,-43.1830982,Sem CEP
Sem nome,bank,-22.9252412,-43.2331003,Sem CEP
C&A,clothes,-22.9243914,-43.2333578,Sem CEP
Lojas Americanas,department_store,-22.9242850,-43.2331845,Sem CEP
Banco do Brasil,bank,-22.9250367,-43.2334014,Sem CEP
Banrisul,bank,-22.9244506,-43.2336153,Sem CEP
Otto,clothes,-22.9240060,-43.2342269,Sem CEP
Sem nome,mall,-22.9242629,-43.2344522,Sem CEP
Pontapé,shoes,-22.9244012,-43.2342269,Sem CEP
Lojas Bandeirantes,convenience,-22.9245099,-43.2340552,Sem CEP
Public House,clothes,-22.9238479,-43.2344094,Sem CEP
Venda de Flores e Plantas,garden_centre,-22.9235579,-43.2362996,Sem CEP
Sem nome,pet,-22.9201324,-43.2383575,Sem CEP
Oficina Garage,car_repair,-22.9204782,-43.2380893,Sem CEP
L G F Imóveis,appartment,-22.9206956,-43.2379498,Sem CEP
Cachorro Louco Motopeças,car_repair,-22.9208439,-43.2378640,Sem CEP
New Stylist,hairdresser,-22.9175334,-43.2398273,Sem CEP
By Dellas,hairdresser,-22.9184327,-43.2393445,Sem CEP
Sem nome,wood,-22.9194308,-43.2388188,Sem CEP
Sem nome,seafood,-22.9198754,-43.2387974,Sem CEP
Casa de Pneus Ariz,tyres,-22.9165155,-43.2405999,Sem CEP
Reino Animal,pet,-22.9164095,-43.2401697,Sem CEP
Tradição,car,-22.9167867,-43.2400027,Sem CEP
Sem nome,car_repair,-22.9168615,-43.2426919,Sem CEP
Garra Autocenter,car_repair,-22.9170295,-43.2418980,Sem CEP
Pneus Car,tyres,-22.9173951,-43.2437541,Sem CEP
Oficina Abaeté,car_repair,-22.9171678,-43.2437540,Sem CEP
Sem nome,hairdresser,-22.9154879,-43.2457496,Sem CEP
Roseflor,florist,-22.9154996,-43.2452601,Sem CEP
Sem nome,keymaker,-22.9155471,-43.2459964,Sem CEP
Sem nome,medical_supply,-22.9145886,-43.2458677,Sem CEP
Casa Quental,electronics_repair,-22.9149641,-43.2457818,Sem CEP
Artur Ferragens,hardware,-22.9152635,-43.2457806,Sem CEP
Sem nome,shoe_repair,-22.9154118,-43.2457699,Sem CEP
Sem nome,car_repair,-22.9143514,-43.2459320,Sem CEP
Scenario,hairdresser,-22.9144898,-43.2458891,Sem CEP
Sem nome,newsagent,-22.9067520,-43.1787601,Sem CEP
S. Bis,clothes,-22.9061241,-43.1783994,Sem CEP
Cribb,clothes,-22.9060709,-43.1784317,Sem CEP
Sucess,bijoux,-22.9060177,-43.1784641,Sem CEP
Mr. Watch,clocks,-22.9058596,-43.1785602,Sem CEP
Scrap,clothes,-22.9058075,-43.1785918,Sem CEP
Verty,clothes,-22.9057631,-43.1786188,Sem CEP
Avelã,clothes,-22.9057099,-43.1786511,Sem CEP
Big Jóia,supermarket,-29.3309412,-49.7249326,Sem CEP
Tudo pra Churrasco,yes,-22.9143566,-43.2338565,Sem CEP
Union Veículos,car,-22.9165087,-43.2407810,Sem CEP
Casa de Festas Comemorando,yes,-22.9163665,-43.2399616,Sem CEP
Exata,clothes_fix,-22.9168150,-43.2434954,Sem CEP
Ortobom,bed,-22.9159035,-43.2456444,Sem CEP
Pinheiro Tintas,paint,-22.9158569,-43.2452625,Sem CEP
Sem nome,electronic_parts,-22.9153426,-43.2457806,Sem CEP
Supermercado Rui Barbosa,supermarket,-29.6754427,-51.4623849,Sem CEP
Supermercado Centenário,supermarket,-29.6716348,-51.4580826,Sem CEP
Banco do Brasil,bank,-27.4803005,-53.4029027,Sem CEP
Supermercado Silveira,convenience,-29.6718905,-51.4505845,Sem CEP
Supermercado Parati,convenience,-29.6724380,-51.4516681,Sem CEP
Mini-mercado dos Mano,convenience,-29.6744234,-51.4477200,Sem CEP
Rua Reis Tratores,car,-29.6703359,-51.4513248,Sem CEP
Sinoscar,car,-29.6698931,-51.4507400,Sem CEP
Digitall Photo,photo,-22.9113900,-43.1749819,Sem CEP
Vogue,hairdresser,-22.9113195,-43.1748116,Sem CEP
SamPés,shoes,-22.9113492,-43.1748706,Sem CEP
Sem nome,stationery,-22.9114048,-43.1750249,Sem CEP
Minimercado Kerber,supermarket,-29.5904375,-51.5519449,Sem CEP
Banco do Brasil,bank,-22.9034663,-43.1766871,Sem CEP
Banco BMG,bank,-22.9036523,-43.1769559,Sem CEP
Hering,clothes,-22.9032637,-43.1768105,Sem CEP
Salinas,clothes,-22.9037628,-43.1765155,Sem CEP
Banco de Brasília,bank,-22.9036146,-43.1766013,Sem CEP
My Place,clothes,-22.9039654,-43.1763706,Sem CEP
Oh Boy!,clothes,-22.9038517,-43.1764565,Sem CEP
Sem nome,shoes,-22.9061002,-43.1798435,Sem CEP
Esmeralda,jewelry,-22.9060113,-43.1796825,Sem CEP
Casa da Criança,shoes,-22.9060014,-43.1795645,Sem CEP
Hair & Co.,hairdresser,-22.9059718,-43.1794679,Sem CEP
Sem nome,books,-22.9062386,-43.1804121,Sem CEP
Lumina Moda Rio,clothes,-22.9062090,-43.1803048,Sem CEP
Sem nome,shoes,-22.9061793,-43.1800902,Sem CEP
Sem nome,vacant,-22.9032752,-43.1776902,20040-030
Sem nome,bakery,-22.9029756,-43.1771580,Sem CEP
Supermercado Barbosa,supermarket,-16.6247920,-49.2208797,Sem CEP
Voce ta bem de vivo,newsagent,-9.6637536,-35.7028072,Sem CEP
Itaú,bank,-9.6602016,-35.6979195,Sem CEP
RN Informática,computer,-9.6492465,-35.7324945,Sem CEP
Bompreço,supermarket,-9.6598326,-35.7425192,Sem CEP
Sem nome,pet,-12.6421481,-38.0901163,Sem CEP
Sem nome,hairdresser,-12.6422737,-38.0900755,Sem CEP
Mercadinho e Panificadora de Monte Gordo,convenience,-12.6423621,-38.0902400,Sem CEP
Sem nome,kiosk,-12.9933557,-38.4627350,Sem CEP
Barraca Doce Fruta - n° 300,greengrocer,-12.9938996,-38.4636891,Sem CEP
Bradesco,bank,-12.7730550,-38.1760648,Sem CEP
Sem nome,hairdresser,-12.6432372,-38.0848563,Sem CEP
Banca Taperoan,kiosk,-12.9904757,-38.4664641,Sem CEP
